symbol,name,country,industry,Market Capitalization,Total Revenue,Shares Outstanding (mm),shares,currency,jakota_indicies,
2327.TSE,NS Solutions Corporation,Japan,IT Consulting and Other Services,2646,2043,92,"91,482,896",JPY,[],
001200.KO,Eugene Investment & Securities Co.Ltd.,South Korea,Investment Banking and Brokerage,255,1073,92,"91,839,104",KRW,[],
3081.TWO,LandMark Optoelectronics Corporation,Taiwan,Semiconductor Materials and Equipment,334,61,92,"91,862,000",TWD,[tech-100,semiconductors-25]
7085.TSE,CURVES HOLDINGS Co. Ltd.,Japan,Leisure Facilities,436,209,92,"92,057,400",JPY,[consumer-50],
8255.TWO,Actron Technology Corporation,Taiwan,Automotive Parts and Equipment,526,150,101,"92,210,200",TWD,[],
078930.KO,GS Holdings Corp.,South Korea,Industrial Conglomerates,2782,20914,95,"92,895,504",KRW,[],
5439.TWO,First Hi-tec Enterprise Co. Ltd.,Taiwan,Electronic Components,260,122,93,"92,976,000",TWD,[tech-100],
5214.TSE,Nippon Electric Glass Co. Ltd.,Japan,Electronic Components,1731,2013,93,"93,042,704",JPY,[tech-100],
2731.TW,Lion Travel Service Co. Ltd.,Taiwan,Hotels Resorts and Cruise Lines,365,357,93,"93,220,200",TWD,[],
3107.TSE,Daiwabo Holdings Co. Ltd.,Japan,Technology Distributors,1785,6417,94,"93,464,496",JPY,[],
003380.KQ,Harim Holdings Co. Ltd.,South Korea,Packaged Foods and Meats,499,10046,96,"93,584,200",KRW,[],
1890.TSE,Toyo Construction Co. Ltd.,Japan,Construction and Engineering,776,1211,94,"94,020,200",JPY,[],
6223.TWO,MPI Corporation,Taiwan,Semiconductor Materials and Equipment,600,245,94,"94,231,104",TWD,[tech-100,semiconductors-25]
3360.TSE,Ship Healthcare Holdings Inc.,Japan,Health Care Distributors,1447,4133,94,"94,350,200",JPY,[],
093370.KO,Foosung Co. Ltd.,South Korea,Commodity Chemicals,712,452,94,"94,352,096",KRW,[],
6197.TSE,Solasto Corporation,Japan,Health Care Services,379,913,94,"94,452,304",JPY,[],
6134.TSE,Fuji Corporation,Japan,Industrial Machinery and Supplies and Components,1504,1018,96,"94,636,600",JPY,[],
7994.TSE,Okamura Corporation,Japan,Office Services and Supplies,1435,1967,95,"94,648,896",JPY,[],
4631.TSE,DIC Corporation,Japan,Specialty Chemicals,1560,7249,95,"94,652,800",JPY,[],
000240.KO,Hankook & Company Co. Ltd.,South Korea,Automotive Parts and Equipment,776,753,95,"94,934,000",KRW,[],
8841.TSE,TOC Co. Ltd.,Japan,Real Estate Operating Companies,409,105,94,"95,039,600",JPY,[],
7735.TSE,SCREEN Holdings Co. Ltd.,Japan,Semiconductor Materials and Equipment,4644,3173,95,"95,137,000",JPY,[tech-100,semiconductors-25]
8892.TSE,ES-CON JAPAN Ltd.,Japan,Homebuilding,609,737,95,"95,258,096",JPY,[],
2059.TW,King Slide Works Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,2451,212,95,"95,297,000",TWD,[],
4736.TWO,TaiDoc Technology Corporation,Taiwan,Health Care Equipment,441,223,95,"95,368,600",TWD,[],
027410.KO,BGF Co. Ltd.,South Korea,Industrial Conglomerates,244,330,96,"95,708,800",KRW,[],
6136.TSE,OSG Corporation,Japan,Industrial Machinery and Supplies and Components,1151,1039,96,"95,941,400",JPY,[],
7244.TSE,Ichikoh Industries Ltd.,Japan,Automotive Parts and Equipment,373,1026,96,"96,155,200",JPY,[],
6192.TW,Lumax International Corp. Ltd.,Taiwan,Trading Companies and Distributors,253,212,96,"96,156,000",TWD,[],
002350.KO,Nexen Tire Corporation,South Korea,Tires and Rubber,568,2082,103,"96,163,400",KRW,[],
001780.KO,Aluko Co. Ltd.,South Korea,Building Products,242,470,93,"96,414,304",KRW,[],
9783.TSE,Benesse Holdings Inc.,Japan,Education Services,1186,2848,97,"96,484,400",JPY,[consumer-50],
9997.TSE,Belluna Co. Ltd.,Japan,Broadline Retail,442,1458,97,"96,690,496",JPY,[consumer-50],
4208.TSE,UBE Corporation,Japan,Diversified Chemicals,1686,3374,97,"97,040,600",JPY,[],
3413.TW,Foxsemicon Integrated Technology Inc.,Taiwan,Semiconductor Materials and Equipment,560,479,97,"97,160,000",TWD,[tech-100,semiconductors-25]
4215.TSE,C.I.TAKIRON Corporation,Japan,Commodity Chemicals,379,1002,97,"97,282,704",JPY,[],
042700.KO,HANMI Semiconductor Co. Ltd.,South Korea,Semiconductor Materials and Equipment,3786,165,97,"97,339,296",KRW,[tech-100,semiconductors-25]
2678.TSE,ASKUL Corporation,Japan,Broadline Retail,1213,3097,98,"97,456,400",JPY,[consumer-50],
2810.TSE,House Foods Group Inc.,Japan,Packaged Foods and Meats,2054,1931,98,"97,538,304",JPY,[],
3708.TW,Swancor Holding Co. LTD.,Taiwan,Specialty Chemicals,277,259,98,"97,846,096",TWD,[],
9003.TSE,Sotetsu Holdings Inc.,Japan,Rail Transportation,1966,1780,98,"97,975,504",JPY,[],
7071.TSE,Amvis Holdings Inc.,Japan,Health Care Facilities,1718,205,98,"97,997,296",JPY,[],
6670.TSE,MCJ Co. Ltd.,Japan,Technology Hardware Storage and Peripherals,739,1286,98,"98,259,000",JPY,[],
6411.TWO,Amazing Microelectronic Corp.,Taiwan,Semiconductors,328,73,98,"98,266,600",TWD,[],
2730.TSE,EDION Corporation,Japan,Computer and Electronics Retail,987,4957,98,"98,450,896",JPY,[consumer-50],
7730.TSE,Mani Inc.,Japan,Health Care Supplies,1213,173,99,"98,497,000",JPY,[],
6412.TSE,Heiwa Corporation,Japan,Leisure Facilities,1449,986,99,"98,628,496",JPY,[consumer-50],
7419.TSE,Nojima Corporation,Japan,Computer and Electronics Retail,865,4581,98,"98,658,704",JPY,[consumer-50],
026960.KO,Dong Suh Companies Inc.,South Korea,Food Distributors,1225,396,99,"98,672,496",KRW,[],
5258.TW,Castles Technology Co. Ltd.,Taiwan,Electronic Equipment and Instruments,377,260,99,"98,771,600",TWD,[tech-100],
6281.TW,E-Life Corporation,Taiwan,Computer and Electronics Retail,260,673,99,"99,172,896",TWD,[consumer-50],
6279.TWO,Hu Lane Associate Inc.,Taiwan,Automotive Parts and Equipment,455,224,100,"99,654,000",TWD,[],
3232.TSE,Mie Kotsu Group Holdings Inc.,Japan,Industrial Conglomerates,388,664,100,"99,839,600",JPY,[],
016380.KO,KG Dongbu Steel Co.Ltd.,South Korea,Steel,583,2633,100,"100,002,000",KRW,[],
7599.TSE,IDOM Inc.,Japan,Automotive Retail,500,2764,100,"100,407,000",JPY,[consumer-50],
8056.TSE,BIPROGY Inc.,Japan,IT Consulting and Other Services,2540,2415,101,"100,503,000",JPY,[],
6472.TWO,Bora Pharmaceuticals Co. LTD.,Taiwan,Pharmaceuticals,2003,512,100,"100,524,000",TWD,[],
4755.TW,San Fu Chemical Co. Ltd.,Taiwan,Specialty Chemicals,422,157,101,"100,706,000",TWD,[],
030000.KO,Cheil Worldwide Inc.,South Korea,Advertising,1499,3222,101,"101,279,000",KRW,[],
7246.TSE,Press Kogyo Co. Ltd.,Japan,Automotive Parts and Equipment,476,1340,100,"101,433,000",JPY,[],
9409.TSE,TV Asahi Holdings Corporation,Japan,Broadcasting,1151,2103,102,"101,603,000",JPY,[consumer-50,entertainment-100]
4180.TSE,Appier Group Inc.,Japan,Application Software,1085,156,102,"101,721,000",JPY,[tech-100],
6146.TWO,Sporton International Inc.,Taiwan,Research and Consulting Services,799,160,102,"101,867,000",TWD,[],
377740.KO,BioNote Inc.,South Korea,Biotechnology,362,100,102,"101,976,000",KRW,[],
3357.TWO,TAI-TECH Advanced Electronics Co. Ltd.,Taiwan,Electronic Components,347,151,102,"102,034,000",TWD,[tech-100],
5285.TW,Jih Lin Technology Co. Ltd.,Taiwan,Semiconductor Materials and Equipment,257,177,102,"102,041,000",TWD,[tech-100,semiconductors-25]
007070.KO,GS Retail Co. Ltd.,South Korea,Food Retail,1783,8733,102,"102,180,000",KRW,[consumer-50],
2282.TSE,NH Foods Ltd.,Japan,Packaged Foods and Meats,3091,8787,103,"102,504,000",JPY,[],
6055.TSE,JAPAN MATERIAL Co. Ltd.,Japan,Semiconductor Materials and Equipment,1554,318,103,"102,652,000",JPY,[tech-100,semiconductors-25]
5234.TW,Daxin Materials Corporation,Taiwan,Specialty Chemicals,341,120,103,"102,716,000",TWD,[],
5904.TWO,POYA International Co. Ltd.,Taiwan,Broadline Retail,1549,673,104,"103,204,000",TWD,[consumer-50],
4438.TW,Quang Viet Enterprise Co. Ltd.,Taiwan,Apparel Accessories and Luxury Goods,361,630,103,"103,425,000",TWD,[consumer-50],
5191.TSE,Sumitomo Riko Company Limited,Japan,Automotive Parts and Equipment,789,3938,104,"103,825,000",JPY,[],
3679.TSE,ZIGExN Co. Ltd.,Japan,Interactive Media and Services,372,139,104,"104,002,000",JPY,[consumer-50,entertainment-100]
6755.TSE,Fujitsu General Limited,Japan,Household Appliances,1960,2463,105,"104,708,000",JPY,[],
1720.TSE,Tokyu Construction Co. Ltd.,Japan,Construction and Engineering,564,2008,105,"105,132,000",JPY,[],
7732.TSE,Topcon Corporation,Japan,Electronic Equipment and Instruments,1232,1510,105,"105,297,000",JPY,[tech-100],
9119.TSE,Iino Kaiun Kaisha Ltd.,Japan,Marine Transportation,781,972,106,"105,804,000",JPY,[],
1951.TSE,EXEO Group Inc.,Japan,Construction and Engineering,2174,4365,106,"105,998,000",JPY,[],
9449.TSE,GMO internet group Inc.,Japan,Internet Services and Infrastructure,1675,1730,106,"106,161,000",JPY,[tech-100],
2480.TW,Stark Technology Inc.,Taiwan,Technology Distributors,380,229,106,"106,360,000",TWD,[],
4739.TW,Coremax Corporation,Taiwan,Specialty Chemicals,259,219,106,"106,360,000",TWD,[],
7105.TSE,Mitsubishi Logisnext Co. Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,1005,4470,107,"106,633,000",JPY,[],
029780.KO,Samsung Card Co. Ltd.,South Korea,Consumer Finance,2398,-186,107,"106,711,000",KRW,[consumer-50],
7458.TSE,Daiichikosho Co. Ltd.,Japan,Movies and Entertainment,1766,922,108,"107,194,000",JPY,[entertainment-100],
9045.TSE,Keihan Holdings Co. Ltd.,Japan,Industrial Conglomerates,2868,1808,107,"107,205,000",JPY,[],
4119.TW,SCI Pharmtech Inc.,Taiwan,Pharmaceuticals,320,38,108,"107,305,000",TWD,[],
9364.TSE,Kamigumi Co. Ltd.,Japan,Marine Ports and Services,2226,1871,109,"107,326,000",JPY,[],
038500.KQ,SAMPYO Cement Co. Ltd.,South Korea,Construction Materials,259,616,107,"107,354,000",KRW,[],
4681.TSE,Resorttrust Inc.,Japan,Hotels Resorts and Cruise Lines,1585,1194,106,"107,557,000",JPY,[],
8422.TW,Cleanaway Company Limited,Taiwan,Environmental and Facilities Services,598,173,109,"109,123,000",TWD,[],
064350.KO,Hyundai Rotem Company,South Korea,Construction Machinery and Heavy Transportation Equipment,2235,2560,109,"109,142,000",KRW,[],
8897.TSE,MIRARTH HOLDINGSInc.,Japan,Real Estate Development,355,1060,110,"109,807,000",JPY,[],
126560.KO,Hyundai Futurenet Co. Ltd,South Korea,Specialty Chemicals,250,119,110,"110,153,000",KRW,[],
6469.TWO,Great Tree Pharmacy Co. Ltd.,Taiwan,Drug Retail,1202,491,111,"110,427,000",TWD,[consumer-50],
5423.TSE,Tokyo Steel Manufacturing Co. Ltd.,Japan,Steel,1299,2582,111,"110,776,000",JPY,[],
6005.TSE,Miura Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,2264,1099,111,"111,058,000",JPY,[],
6581.TW,Taiwan Steel Union Co. Ltd.,Taiwan,Commodity Chemicals,306,75,111,"111,271,000",TWD,[],
3533.TW,Lotes Co. Ltd,Taiwan,Electronic Components,2846,826,111,"111,330,000",TWD,[tech-100],
000720.KO,Hyundai Engineering & Construction Co. Ltd.,South Korea,Construction and Engineering,3020,18760,112,"111,356,000",KRW,[],
9716.TSE,NOMURA Co. Ltd.,Japan,Research and Consulting Services,704,813,111,"111,373,000",JPY,[],
2170.TSE,Link and Motivation Inc.,Japan,Human Resource and Employment Services,325,226,112,"111,562,000",JPY,[],
3032.TW,Compucase Enterprise Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,256,232,112,"112,286,000",TWD,[],
6370.TSE,Kurita Water Industries Ltd.,Japan,Industrial Machinery and Supplies and Components,3918,2493,112,"112,402,000",JPY,[],
3406.TW,Genius Electronic Optical Co. Ltd,Taiwan,Electronic Components,1289,607,113,"112,743,000",TWD,[tech-100],
8133.TSE,Itochu Enex Co.Ltd.,Japan,Oil and Gas Refining and Marketing,1155,6788,113,"112,855,000",JPY,[],
9044.TSE,Nankai Electric Railway Co. Ltd.,Japan,Rail Transportation,2201,1551,113,"113,228,000",JPY,[],
5511.TWO,Te Chang Construction Co. Ltd.,Taiwan,Construction and Engineering,250,303,113,"113,440,000",TWD,[],
8174.TSE,Nippon Gas Co. Ltd.,Japan,Gas Utilities,1684,1454,114,"113,473,000",JPY,[],
2493.TW,Ampoc Far-East Co. Ltd.,Taiwan,Semiconductors,259,106,114,"114,437,000",TWD,[],
2397.TW,DFI Inc.,Taiwan,Technology Hardware Storage and Peripherals,243,514,115,"114,489,000",TWD,[],
6925.TSE,Ushio Inc.,Japan,Electrical Components and Equipment,1395,1207,114,"114,496,000",JPY,[],
8012.TSE,Nagase & Co. Ltd.,Japan,Trading Companies and Distributors,1830,6345,115,"114,567,000",JPY,[],
8436.TWO,TCI Co. Ltd.,Taiwan,Personal Care Products,660,249,118,"115,198,000",TWD,[consumer-50],
8242.TSE,H2O Retailing Corporation,Japan,Food Retail,1385,4382,115,"115,213,000",JPY,[consumer-50],
4551.TW,Global PMX Co. Ltd.,Taiwan,Automotive Parts and Equipment,487,267,115,"115,222,000",TWD,[],
4095.TSE,Nihon Parkerizing Co. Ltd.,Japan,Specialty Chemicals,869,834,115,"115,307,000",JPY,[],
3863.TSE,Nippon Paper Industries Co. Ltd.,Japan,Paper Products,1085,8129,115,"115,539,000",JPY,[],
3563.TSE,Food & Life Companies Ltd.,Japan,Restaurants,1970,1994,116,"115,675,000",JPY,[],
2348.TW,Hiyes International Co. Ltd.,Taiwan,Real Estate Services,266,153,116,"115,969,000",TWD,[],
000370.KO,Hanwha General Insurance Co. Ltd.,South Korea,Property and Casualty Insurance,377,4564,117,"116,620,000",KRW,[],
8304.TSE,Aozora Bank Ltd.,Japan,Diversified Banks,2480,704,117,"116,781,000",JPY,[],
7593.TSE,Vt Holdings Co.Ltd.,Japan,Automotive Retail,409,1882,118,"116,884,000",JPY,[consumer-50],
9989.TSE,Sundrug Co.Ltd.,Japan,Drug Retail,3214,4884,117,"116,924,000",JPY,[consumer-50],
2931.TSE,Euglena Co. Ltd.,Japan,Personal Care Products,618,316,117,"117,040,000",JPY,[consumer-50],
5233.TSE,Taiheiyo Cement Corporation,Japan,Construction Materials,2090,5717,117,"117,054,000",JPY,[],
8261.TW,Advanced Power Electronics Co. Ltd.,Taiwan,Semiconductors,302,96,118,"117,891,000",TWD,[],
7177.TSE,GMO Financial Holdings Inc.,Japan,Investment Banking and Brokerage,585,286,118,"117,989,000",JPY,[],
6245.TWO,Lanner Electronics Inc.,Taiwan,Communications Equipment,357,324,126,"118,042,000",TWD,[tech-100],
6741.TWO,91App Inc.,Taiwan,Application Software,361,43,118,"118,078,000",TWD,[tech-100],
9708.TSE,Imperial Hotel Ltd.,Japan,Hotels Resorts and Cruise Lines,800,324,119,"118,648,000",JPY,[],
6277.TW,Aten International Co. Ltd,Taiwan,Technology Hardware Storage and Peripherals,302,177,120,"119,471,000",TWD,[],
8016.TW,Sitronix Technology Corporation,Taiwan,Semiconductors,1034,510,120,"119,531,000",TWD,[],
4576.TW,Hiwin Mikrosystem Corporation,Taiwan,Electronic Equipment and Instruments,244,84,120,"119,802,000",TWD,[tech-100],
6268.TSE,Nabtesco Corporation,Japan,Industrial Machinery and Supplies and Components,2170,2279,120,"120,006,000",JPY,[],
4996.TSE,Kumiai Chemical Industry Co. Ltd.,Japan,Fertilizers and Agricultural Chemicals,907,1192,120,"120,159,000",JPY,[],
4746.TW,Formosa Laboratories Inc.,Taiwan,Pharmaceuticals,328,132,120,"120,256,000",TWD,[],
1721.TSE,COMSYS Holdings Corporation,Japan,Construction and Engineering,2529,3919,120,"120,282,000",JPY,[],
4974.TSE,Takara Bio Inc.,Japan,Biotechnology,1113,506,120,"120,416,000",JPY,[],
3288.TSE,Open House Group Co. Ltd.,Japan,Homebuilding,4127,7407,121,"120,564,000",JPY,[],
4766.TW,Nan Pao Resins Chemical Co. Ltd.,Taiwan,Specialty Chemicals,777,676,121,"120,570,000",TWD,[],
8210.TW,Chenbro Micom Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,815,316,121,"120,607,000",TWD,[],
2546.TW,Kedge Construction Co. Ltd.,Taiwan,Construction and Engineering,279,527,121,"120,722,000",TWD,[],
4961.TW,Fitipower Integrated Technology Inc.,Taiwan,Semiconductors,1041,533,121,"121,015,000",TWD,[],
3515.TW,ASROCK Incorporation,Taiwan,Technology Hardware Storage and Peripherals,803,544,122,"121,980,000",TWD,[],
6197.TW,Jess-link Products Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,276,144,122,"122,086,000",TWD,[],
9008.TSE,Keio Corporation,Japan,Rail Transportation,4161,2464,122,"122,110,000",JPY,[],
123890.KO,Korea Asset In Trust Co. Ltd,South Korea,Diversified REITs,284,175,122,"122,367,000",KRW,[],
6302.TSE,Sumitomo Heavy Industries Ltd.,Japan,Industrial Machinery and Supplies and Components,3179,8470,123,"122,495,000",JPY,[],
6481.TSE,THK Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,2253,2715,123,"122,581,000",JPY,[],
003690.KO,Korean Reinsurance Company,South Korea,Reinsurance,746,5941,123,"122,723,000",KRW,[],
2497.TW,E-Lead Electronic Co. Ltd.,Taiwan,Automotive Parts and Equipment,259,116,123,"122,798,000",TWD,[],
5536.TWO,Acter Group Corporation Limited,Taiwan,Construction and Engineering,626,909,123,"123,178,000",TWD,[],
1582.TW,Syncmold Enterprise Corp.,Taiwan,Electronic Components,246,264,124,"123,726,000",TWD,[tech-100],
001440.KO,Taihan Cable & Solution Co. Ltd.,South Korea,Electrical Components and Equipment,1108,2036,124,"123,763,000",KRW,[],
6414.TW,Ennoconn Corporation,Taiwan,Technology Hardware Storage and Peripherals,1014,3771,124,"124,135,000",TWD,[],
8377.TSE,Hokuhoku Financial Group Inc.,Japan,Regional Banks,1380,1163,125,"124,586,000",JPY,[],
4552.TSE,JCR Pharmaceuticals Co. Ltd.,Japan,Pharmaceuticals,1150,246,125,"124,776,000",JPY,[],
2229.TSE,Calbee Inc.,Japan,Packaged Foods and Meats,2397,1986,125,"124,925,000",JPY,[],
9943.TW,Holiday Entertainment Co.Ltd,Taiwan,Leisure Facilities,346,88,125,"125,172,000",TWD,[consumer-50],
4443.TSE,Sansan Inc.,Japan,Application Software,1042,183,126,"125,342,000",JPY,[tech-100],
6141.TSE,DMG Mori Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,2193,3500,125,"125,481,000",JPY,[],
8544.TSE,The Keiyo Bank Ltd.,Japan,Regional Banks,604,456,126,"125,566,000",JPY,[],
6523.TSE,PHC Holdings Corporation,Japan,Health Care Equipment,1283,2464,126,"125,808,000",JPY,[],
9090.TSE,AZ-COM MARUWA Holdings Inc.,Japan,Air Freight and Logistics,1793,1275,126,"125,850,000",JPY,[],
5306.TW,KMC (Kuei Meng) International Inc.,Taiwan,Leisure Products,505,188,126,"126,000,000",TWD,[consumer-50],
2427.TSE,OUTSOURCING Inc.,Japan,Human Resource and Employment Services,987,5344,126,"126,003,000",JPY,[],
6395.TSE,Tadano Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,1082,1944,127,"126,774,000",JPY,[],
2707.TW,Formosa International Hotels Corporation,Taiwan,Hotels Resorts and Cruise Lines,847,208,127,"127,403,000",TWD,[],
6464.TW,Taiwan Optical Platform Co. Ltd.,Taiwan,Cable and Satellite,349,138,128,"127,613,000",TWD,[],
2871.TSE,Nichirei Corporation,Japan,Packaged Foods and Meats,2855,4635,128,"127,724,000",JPY,[],
4290.TSE,Prestige International Inc.,Japan,Diversified Support Services,513,386,128,"128,002,000",JPY,[],
2428.TW,Thinking Electronic Industrial Co. Ltd.,Taiwan,Electronic Components,581,234,128,"128,113,000",TWD,[tech-100],
3222.TSE,United Super Markets Holdings Inc.,Japan,Food Retail,927,5084,128,"128,343,000",JPY,[consumer-50],
7282.TSE,Toyoda Gosei Co. Ltd.,Japan,Automotive Parts and Equipment,2885,6928,130,"129,502,000",JPY,[],
8060.TSE,Canon Marketing Japan Inc.,Japan,Technology Distributors,3397,4157,130,"129,676,000",JPY,[],
8341.TW,Sunny Friend Environmental Technology Co. Ltd.,Taiwan,Environmental and Facilities Services,458,113,130,"130,000,000",TWD,[],
085620.KO,MIRAE ASSET Life Insurance Co. Ltd.,South Korea,Life and Health Insurance,454,1260,131,"130,476,000",KRW,[],
5711.TSE,Mitsubishi Materials Corporation,Japan,Diversified Metals and Mining,2163,10831,131,"130,860,000",JPY,[],
3167.TSE,TOKAI Holdings Corporation,Japan,Industrial Conglomerates,812,1607,131,"131,356,000",JPY,[],
3305.TW,Shenmao Technology Inc,Taiwan,Industrial Machinery and Supplies and Components,248,212,132,"131,499,000",TWD,[],
2484.TSE,Demae-Can Co.Ltd,Japan,Restaurants,323,364,132,"131,664,000",JPY,[],
6754.TSE,Anritsu Corporation,Japan,Electronic Equipment and Instruments,953,743,132,"131,671,000",JPY,[tech-100],
6845.TSE,Azbil Corporation,Japan,Electronic Equipment and Instruments,4043,1961,132,"131,994,000",JPY,[tech-100],
4979.TWO,LuxNet Corporation,Taiwan,Communications Equipment,588,61,132,"132,340,000",TWD,[tech-100],
004020.KO,Hyundai Steel Company,South Korea,Steel,3694,20126,132,"132,394,000",KRW,[],
1786.TSE,Oriental Shiraishi Corporation,Japan,Construction and Engineering,293,446,133,"132,489,000",JPY,[],
6670.TW,FuSheng Precision Co. Ltd.,Taiwan,Leisure Products,838,943,133,"132,574,000",TWD,[consumer-50],
3050.TSE,DCM Holdings Co. Ltd.,Japan,Home Improvement Retail,1110,3483,134,"134,608,000",JPY,[consumer-50],
8938.TWO,Advanced International Multitech Co. Ltd.,Taiwan,Leisure Products,301,610,138,"134,942,000",TWD,[consumer-50],
6967.TSE,Shinko Electric Industries Co. Ltd.,Japan,Semiconductors,5237,1772,135,"135,106,000",JPY,[],
7222.TSE,Nissan Shatai Co. Ltd.,Japan,Automobile Manufacturers,779,2231,136,"135,454,000",JPY,[],
8016.TSE,Onward Holdings Co. Ltd.,Japan,Apparel Accessories and Luxury Goods,462,1299,136,"135,716,992",JPY,[consumer-50],
